userId,movieId,tag,date,sentiment,predicted_sentiment
62,5388,hilary swank,29-06-2018 22:22,Neutral,Neutral
62,5388,robin williams,29-06-2018 22:20,Neutral,Neutral
62,6058,sequel,05-05-2018 21:17,Neutral,Neutral
62,6058,violent,05-05-2018 21:17,Negative,Negative
62,6534,dogs,05-05-2018 21:01,Neutral,Neutral
62,6534,eric bana,05-05-2018 21:01,Neutral,Neutral
62,6534,mad scientist,05-05-2018 21:01,Negative,Neutral
62,6534,marvel,05-05-2018 21:01,Neutral,Neutral
62,6541,captain nemo,05-05-2018 21:00,Neutral,Neutral
62,6541,comic book,05-05-2018 21:00,Positive,Positive
62,6541,gothic,05-05-2018 21:00,Neutral,Neutral
62,6541,peta wilson,05-05-2018 21:00,Neutral,Neutral
62,6541,sean connery,05-05-2018 21:00,Neutral,Neutral
62,6541,superhero,05-05-2018 21:00,Neutral,Neutral
62,6564,adventure,05-05-2018 21:07,Neutral,Neutral
62,6564,angelina jolie,05-05-2018 21:07,Neutral,Neutral
62,6564,heroine in tight suit,05-05-2018 21:07,Negative,Neutral
62,7153,adventure,04-06-2018 22:49,Neutral,Neutral
62,7153,ensemble cast,04-06-2018 22:49,Neutral,Neutral
62,7153,fantasy,04-06-2018 22:49,Neutral,Neutral
62,7153,fantasy world,04-06-2018 22:49,Neutral,Neutral
62,7153,great soundtrack,04-06-2018 22:49,Positive,Positive
62,7153,lord of the rings,04-06-2018 22:49,Neutral,Neutral
62,7153,scenic,04-06-2018 22:49,Neutral,Neutral
62,7153,stylized,04-06-2018 22:49,Neutral,Neutral
62,7153,tolkien,04-06-2018 22:49,Neutral,Neutral
62,8641,hilarious,13-05-2018 22:05,Positive,Positive
62,8641,steve carell,13-05-2018 22:05,Neutral,Neutral
62,8641,will ferrell,13-05-2018 22:05,Neutral,Neutral
62,27660,animation,05-05-2018 21:08,Neutral,Neutral
62,27660,anime,05-05-2018 21:08,Neutral,Neutral
62,27660,cyberpunk,05-05-2018 21:08,Neutral,Neutral
62,27660,dark,05-05-2018 21:08,Negative,Negative
62,27660,matrix,05-05-2018 21:08,Neutral,Neutral
62,27660,sci-fi,05-05-2018 21:08,Neutral,Neutral
62,27706,dark comedy,13-05-2018 21:56,Negative,Negative
62,27706,jim carrey,13-05-2018 21:56,Neutral,Neutral
62,27706,meryl streep,13-05-2018 21:56,Neutral,Neutral
62,27706,quirky,13-05-2018 21:55,Neutral,Neutral
62,27706,stylized,13-05-2018 21:56,Neutral,Neutral
62,27808,adam sandler,05-05-2018 21:15,Neutral,Neutral
62,27808,family,05-05-2018 21:15,Neutral,Neutral
62,27808,sweet,05-05-2018 21:15,Positive,Positive
62,27831,british gangster,27-07-2018 20:28,Neutral,Neutral
62,27831,confusing,27-07-2018 20:29,Negative,Neutral
62,27831,daniel craig,27-07-2018 20:28,Neutral,Neutral
62,27831,exquisite plotting.,27-07-2018 20:29,Positive,Neutral
62,27831,organized crime,27-07-2018 20:29,Neutral,Neutral
62,27831,stylish,27-07-2018 20:29,Positive,Positive
62,27831,tom hardy,27-07-2018 20:29,Neutral,Neutral
62,31658,anime,09-05-2018 12:30,Neutral,Neutral
62,31658,fantasy world,09-05-2018 12:30,Neutral,Neutral
62,31658,hayao miyazaki,09-05-2018 12:30,Neutral,Neutral
62,31658,studio ghibli,09-05-2018 12:30,Neutral,Neutral
62,33162,david thewlis,05-05-2018 21:10,Neutral,Neutral
62,33162,eva green,05-05-2018 21:09,Negative,Neutral
62,33162,liam neeson,05-05-2018 21:09,Neutral,Neutral
62,33162,orlando bloom,05-05-2018 21:08,Neutral,Neutral
62,34150,chris evans,05-05-2018 21:02,Neutral,Neutral
62,34150,comic book,05-05-2018 21:00,Positive,Positive
62,34150,heroine in tight suit,05-05-2018 21:02,Negative,Neutral
62,34150,jessica alba,05-05-2018 21:02,Neutral,Neutral
62,34150,sexy female scientist,05-05-2018 21:02,Positive,Positive
62,34150,superhero,05-05-2018 20:59,Neutral,Neutral
62,37729,gothic,29-06-2018 22:15,Neutral,Neutral
62,37729,helena bonham carter,29-06-2018 22:15,Neutral,Neutral
62,37729,johnny depp,29-06-2018 22:15,Neutral,Neutral
62,37729,tim burton,29-06-2018 22:15,Neutral,Neutral
62,37729,visually appealing,29-06-2018 22:15,Positive,Positive
62,38061,black comedy,27-07-2018 20:29,Negative,Negative
62,38061,clever,27-07-2018 20:30,Positive,Positive
62,38061,fast-paced dialogue,27-07-2018 20:30,Neutral,Neutral
62,38061,good dialogue,27-07-2018 20:30,Positive,Positive
62,38061,robert downey jr.,27-07-2018 20:30,Neutral,Neutral
62,38061,witty,27-07-2018 20:30,Positive,Positive
62,45447,adventure,06-05-2018 20:04,Neutral,Neutral
62,45447,audrey tautou,06-05-2018 20:04,Neutral,Neutral
62,45447,conspiracy theory,06-05-2018 20:04,Neutral,Neutral
62,45447,mystery,06-05-2018 20:04,Neutral,Neutral
62,45447,paris,06-05-2018 20:04,Neutral,Neutral
62,45447,tom hanks,06-05-2018 20:04,Neutral,Neutral
62,45447,treasure hunt,06-05-2018 20:04,Neutral,Neutral
62,46723,brad pitt,05-05-2018 21:03,Neutral,Neutral
62,46723,cate blanchett,05-05-2018 21:03,Neutral,Neutral
62,46723,multiple storylines,05-05-2018 21:03,Neutral,Neutral
62,46723,social commentary,05-05-2018 21:04,Positive,Positive
62,46972,ben stiller,05-05-2018 21:04,Neutral,Neutral
62,46972,robin williams,05-05-2018 21:04,Neutral,Neutral
62,46976,emma thompson,13-09-2018 21:38,Neutral,Neutral
62,46976,maggie gyllenhaal,13-09-2018 21:37,Neutral,Neutral
62,46976,modern fantasy,13-09-2018 21:37,Positive,Neutral
62,46976,romance,13-09-2018 21:37,Neutral,Neutral
62,46976,surreal,13-09-2018 21:37,Positive,Positive
62,46976,will ferrell,13-09-2018 21:37,Neutral,Neutral
62,49130,marion cotillard,17-05-2018 18:39,Neutral,Neutral
62,49530,africa,13-09-2018 21:38,Neutral,Neutral
62,49530,corruption,13-09-2018 21:38,Neutral,Neutral
62,49530,jennifer connelly,13-09-2018 21:38,Neutral,Neutral
62,49530,justice,13-09-2018 21:38,Neutral,Neutral
62,49530,leonardo dicaprio,13-09-2018 21:38,Neutral,Neutral
62,53464,bad acting,05-05-2018 21:13,Negative,Negative
62,53464,bad jokes,05-05-2018 21:13,Negative,Negative
62,53464,bad plot,05-05-2018 21:13,Negative,Negative
62,53464,chris evans,05-05-2018 21:13,Neutral,Neutral
62,53464,jessica alba,05-05-2018 21:13,Neutral,Neutral
62,53464,marvel,05-05-2018 21:13,Neutral,Neutral
62,53464,sexy female scientist,05-05-2018 21:13,Positive,Positive
62,58047,rachel weisz,13-06-2018 17:02,Neutral,Neutral
62,58047,ryan reynolds,13-06-2018 17:02,Neutral,Neutral
62,59501,fantasy,06-05-2018 20:11,Neutral,Neutral
62,59501,lion,06-05-2018 20:11,Neutral,Neutral
62,59501,narnia,06-05-2018 20:11,Neutral,Neutral
62,59501,tilda swinton,06-05-2018 20:13,Neutral,Neutral
62,60074,bad script,05-05-2018 21:01,Negative,Negative
62,60074,charlize theron,05-05-2018 21:02,Neutral,Neutral
62,60074,will smith,05-05-2018 21:01,Neutral,Neutral
62,60126,anne hathaway,22-05-2018 15:50,Neutral,Neutral
62,60126,steve carell,22-05-2018 15:50,Neutral,Neutral
62,60756,comedy,13-06-2018 23:59,Neutral,Neutral
62,60756,funny,13-06-2018 23:59,Positive,Positive
62,60756,will ferrell,13-06-2018 23:59,Neutral,Neutral
62,61024,comedy,13-06-2018 23:56,Neutral,Neutral
62,61024,james franco,13-06-2018 23:56,Neutral,Neutral
62,61024,seth rogen,13-06-2018 23:56,Neutral,Neutral
62,61024,stoner movie,13-06-2018 23:56,Neutral,Neutral
62,63992,audience intelligence underestimated,13-06-2018 23:57,Neutral,Neutral
62,63992,boring,13-06-2018 23:57,Negative,Neutral
62,63992,chick flick,13-06-2018 23:57,Neutral,Neutral
62,63992,overrated,13-06-2018 23:57,Neutral,Neutral
62,63992,teen movie,13-06-2018 23:57,Neutral,Neutral
62,68848,adrien brody,25-05-2018 18:51,Neutral,Neutral
62,68848,con artists,25-05-2018 18:52,Neutral,Neutral
62,68848,funny,25-05-2018 18:52,Positive,Positive
62,68848,interesting characters,25-05-2018 18:52,Positive,Positive
62,68848,mark ruffalo,25-05-2018 18:51,Neutral,Neutral
62,68848,rachel weisz,25-05-2018 18:51,Neutral,Neutral
62,71535,bill murray,23-06-2018 18:06,Neutral,Neutral
62,71535,dark comedy,23-06-2018 18:06,Negative,Negative
62,71535,emma stone,23-06-2018 18:06,Neutral,Neutral
62,71535,funny,23-06-2018 18:06,Positive,Positive
62,71535,jesse eisenberg,23-06-2018 18:06,Neutral,Neutral
62,71535,woody harrelson,23-06-2018 18:05,Neutral,Neutral
62,87430,audience intelligence underestimated,05-05-2018 21:19,Neutral,Neutral
62,87430,cgi,05-05-2018 21:19,Neutral,Neutral
62,87430,cheesy,05-05-2018 21:19,Negative,Neutral
62,87430,comic book,05-05-2018 21:19,Positive,Positive
62,87430,dc,05-05-2018 21:19,Neutral,Neutral
62,87430,dc comics,05-05-2018 21:19,Neutral,Neutral
62,87430,ryan reynolds,05-05-2018 21:19,Neutral,Neutral
62,87430,space,05-05-2018 21:19,Neutral,Neutral
62,87430,superhero,05-05-2018 21:19,Neutral,Neutral
62,88405,comedy,05-05-2018 21:14,Neutral,Neutral
62,88405,funny,05-05-2018 21:14,Positive,Positive
62,88405,happy ending,05-05-2018 21:14,Positive,Neutral
62,88405,hot actress,05-05-2018 21:14,Positive,Neutral
62,88405,justin timberlake,05-05-2018 21:14,Neutral,Neutral
62,88405,mila kunis,05-05-2018 21:14,Neutral,Neutral
62,88405,new york city,05-05-2018 21:14,Positive,Positive
62,88405,romance,05-05-2018 21:14,Neutral,Neutral
62,88405,sex,05-05-2018 21:14,Neutral,Neutral
62,96861,istanbul,21-06-2018 20:01,Neutral,Neutral
62,96861,predictable,21-06-2018 20:01,Negative,Negative
62,96861,turkey,21-06-2018 20:00,Neutral,Neutral
62,96861,unnecessary sequel,21-06-2018 20:01,Negative,Neutral
62,99114,action,11-05-2018 22:46,Positive,Positive
62,99114,christoph waltz,11-05-2018 22:46,Neutral,Neutral
62,99114,funny,11-05-2018 22:46,Positive,Positive
62,99114,good soundtrack,11-05-2018 22:46,Positive,Positive
62,99114,great performances,11-05-2018 22:46,Positive,Positive
62,99114,humour,11-05-2018 22:46,Neutral,Neutral
62,99114,leonardo dicaprio,11-05-2018 22:46,Neutral,Neutral
62,99114,quentin tarantino,11-05-2018 22:46,Neutral,Neutral
62,99114,samuel l. jackson,11-05-2018 22:46,Neutral,Neutral
62,99114,soundtrack,11-05-2018 22:46,Neutral,Neutral
62,99114,western,11-05-2018 22:46,Neutral,Neutral
62,103042,amy adams,05-05-2018 21:22,Neutral,Neutral
62,103042,superhero,05-05-2018 21:21,Neutral,Neutral
62,104863,daniel radcliffe,12-06-2018 22:52,Neutral,Neutral
62,104863,zoe kazan,12-06-2018 22:52,Neutral,Neutral
62,107348,comedy,14-06-2018 00:10,Neutral,Neutral
62,107348,steve carell,14-06-2018 00:10,Neutral,Neutral
62,107348,stupid but funny,14-06-2018 00:10,Negative,Positive
62,107348,will ferrell,14-06-2018 00:10,Neutral,Neutral
62,108190,anti-intellectual,05-05-2018 21:14,Neutral,Neutral
62,108190,bad writing,05-05-2018 21:13,Negative,Negative
62,108190,dystopia,05-05-2018 21:13,Neutral,Neutral
62,108190,new society,05-05-2018 21:13,Positive,Positive
62,108190,plot holes,05-05-2018 21:14,Neutral,Neutral
62,108190,predictable,05-05-2018 21:14,Negative,Negative
62,108190,scifi,05-05-2018 21:13,Neutral,Neutral
62,108190,unintelligent,05-05-2018 21:14,Negative,Neutral
62,111743,charlize theron,01-07-2018 18:57,Neutral,Neutral
62,111743,liam neeson,01-07-2018 18:57,Neutral,Neutral
62,111743,seth macfarlane,01-07-2018 18:56,Neutral,Neutral
62,111743,witty,01-07-2018 18:56,Positive,Positive
62,114180,action,05-05-2018 21:07,Positive,Positive
62,114180,dystopia,05-05-2018 21:07,Neutral,Neutral
62,114180,plot holes,05-05-2018 21:07,Neutral,Neutral
62,114180,post-apocalyptic,05-05-2018 21:07,Neutral,Neutral
62,114180,survival,05-05-2018 21:07,Neutral,Neutral
62,114180,thriller,05-05-2018 21:07,Neutral,Neutral
62,114180,unexplained,05-05-2018 21:07,Negative,Neutral
62,114180,weak plot,05-05-2018 21:07,Negative,Neutral
62,115149,dark hero,04-06-2018 22:44,Negative,Negative
62,115149,gun-fu,04-06-2018 22:44,Neutral,Neutral
62,115149,keanu reeves,04-06-2018 22:44,Neutral,Neutral
62,115149,revenge,04-06-2018 22:44,Neutral,Neutral
62,115149,secret society,04-06-2018 22:44,Negative,Neutral
62,115149,stylish,04-06-2018 22:44,Positive,Positive
62,116897,black comedy,04-06-2018 22:54,Negative,Negative
62,116897,dark comedy,04-06-2018 22:54,Negative,Negative
62,116897,dark humor,04-06-2018 22:54,Negative,Negative
62,116897,ironic,04-06-2018 22:54,Positive,Neutral
62,116897,multiple short stories,04-06-2018 22:54,Neutral,Neutral
62,116897,short stories,04-06-2018 22:54,Neutral,Neutral
62,119141,bromance,05-05-2018 21:19,Neutral,Neutral
62,119141,comedy,05-05-2018 21:18,Neutral,Neutral
62,119141,funny,05-05-2018 21:18,Positive,Positive
62,119141,james franco,05-05-2018 21:18,Neutral,Neutral
62,119141,seth rogen,05-05-2018 21:18,Neutral,Neutral
62,122912,comic book,11-05-2018 08:57,Positive,Positive
62,122912,dr. strange,11-05-2018 08:56,Negative,Neutral
62,122912,great villain,11-05-2018 08:57,Positive,Positive
62,122912,guardians of the galaxy,11-05-2018 08:56,Neutral,Neutral
62,122912,marvel,11-05-2018 08:56,Neutral,Neutral
62,122912,mcu,11-05-2018 08:56,Neutral,Neutral
62,122912,robert downey jr.,11-05-2018 08:56,Neutral,Neutral
62,122912,thanos,11-05-2018 08:56,Neutral,Neutral
62,122912,thor,11-05-2018 08:56,Neutral,Neutral
62,122912,visually stunning,11-05-2018 08:56,Positive,Positive
62,128360,characters,11-05-2018 22:48,Neutral,Neutral
62,128360,dialogue,11-05-2018 22:48,Neutral,Neutral
62,128360,humor,11-05-2018 22:48,Neutral,Neutral
62,128360,kurt russell,11-05-2018 22:48,Neutral,Neutral
62,128360,quentin tarantino,11-05-2018 22:47,Neutral,Neutral
62,128360,samuel l. jackson,11-05-2018 22:48,Neutral,Neutral
62,128360,tension building,11-05-2018 22:48,Neutral,Neutral
62,128360,violent,11-05-2018 22:48,Negative,Negative
62,128360,western,11-05-2018 22:48,Neutral,Neutral
62,135133,dystopia,06-05-2018 20:11,Neutral,Neutral
62,135133,jennifer lawrence,06-05-2018 20:11,Neutral,Neutral
62,135133,love story,06-05-2018 20:11,Positive,Positive
62,135133,nonsense,06-05-2018 20:11,Neutral,Neutral
62,135133,politics,06-05-2018 20:11,Neutral,Neutral
62,135133,rebellion,06-05-2018 20:11,Neutral,Neutral
62,135133,revolution,06-05-2018 20:11,Neutral,Neutral
62,135518,ben kingsley,01-07-2018 18:56,Neutral,Neutral
62,135518,ethics,01-07-2018 18:55,Neutral,Neutral
62,135518,immortality,01-07-2018 18:55,Neutral,Neutral
62,135518,ryan reynolds,01-07-2018 18:55,Neutral,Neutral
62,135536,bad story,05-05-2018 21:18,Negative,Negative
62,135536,bad writing,05-05-2018 21:18,Negative,Negative
62,135536,batman,05-05-2018 21:17,Neutral,Neutral
62,135536,ben affleck,05-05-2018 21:18,Neutral,Neutral
62,135536,comic book,05-05-2018 21:18,Positive,Positive
62,135536,dc comics,05-05-2018 21:18,Neutral,Neutral
62,135536,good soundtrack,05-05-2018 21:18,Positive,Positive
62,135536,harley quinn,05-05-2018 21:17,Neutral,Neutral
62,135536,harley quinn's ass,05-05-2018 21:18,Neutral,Neutral
62,135536,horrible directing,05-05-2018 21:18,Negative,Neutral
62,135536,jared leto,05-05-2018 21:17,Neutral,Neutral
62,135536,joker,05-05-2018 21:17,Neutral,Neutral
62,135536,lack of plot,05-05-2018 21:17,Neutral,Neutral
62,135536,margot robbie,05-05-2018 21:17,Neutral,Neutral
62,135536,poor story,05-05-2018 21:18,Negative,Negative
62,135536,poorly paced,05-05-2018 21:18,Negative,Neutral
62,135536,superhero,05-05-2018 21:18,Neutral,Neutral
62,135536,visually appealing,05-05-2018 21:18,Positive,Positive
62,135536,will smith,05-05-2018 21:17,Neutral,Neutral
62,136864,action,05-05-2018 21:20,Positive,Positive
62,136864,batman,05-05-2018 21:20,Neutral,Neutral
62,136864,ben affleck,05-05-2018 21:20,Neutral,Neutral
62,136864,dark,05-05-2018 21:20,Negative,Negative
62,136864,dc comics,05-05-2018 21:20,Neutral,Neutral
62,136864,gal gadot,05-05-2018 21:20,Neutral,Neutral
62,136864,superhero,05-05-2018 21:20,Neutral,Neutral
62,136864,superman,05-05-2018 21:20,Neutral,Neutral
62,136864,wonderwoman,05-05-2018 21:20,Neutral,Neutral
62,139385,leonardo dicarpio,11-05-2018 22:50,Neutral,Neutral
62,139385,survival,11-05-2018 22:50,Neutral,Neutral
62,139385,tom hardy,11-05-2018 22:50,Neutral,Neutral
62,139385,visually appealing,11-05-2018 22:50,Positive,Positive
62,158966,building a family,11-05-2018 22:05,Neutral,Neutral
62,158966,creative,11-05-2018 22:05,Positive,Neutral
62,158966,freedom,11-05-2018 22:05,Neutral,Neutral
62,158966,good writing,11-05-2018 22:05,Positive,Positive
62,158966,individualism,11-05-2018 22:05,Neutral,Neutral
62,158966,viggo mortensen,11-05-2018 22:05,Neutral,Neutral
62,168248,action,04-06-2018 22:44,Positive,Positive
62,168248,dark hero,04-06-2018 22:44,Negative,Negative
62,168248,gun tactics,04-06-2018 22:44,Neutral,Neutral
62,168248,hitman,04-06-2018 22:44,Neutral,Neutral
62,168248,keanu reeves,04-06-2018 22:44,Neutral,Neutral
62,168248,organized crime,04-06-2018 22:44,Neutral,Neutral
62,168248,secret society,04-06-2018 22:44,Negative,Neutral
62,174053,dystopia,06-05-2018 20:09,Neutral,Neutral
62,174053,future,06-05-2018 20:09,Neutral,Neutral
62,174053,interesting,06-05-2018 20:09,Positive,Positive
62,174053,jon hamm,06-05-2018 20:09,Neutral,Neutral
62,174053,thought provoking,06-05-2018 20:09,Neutral,Positive
62,179401,action,14-06-2018 00:02,Positive,Positive
62,179401,comedy,14-06-2018 00:02,Neutral,Neutral
62,179401,dwayne johnson,14-06-2018 00:02,Neutral,Neutral
62,179401,funny,14-06-2018 00:02,Positive,Positive
62,183611,comedy,13-05-2018 20:51,Neutral,Neutral
62,183611,funny,13-05-2018 20:51,Positive,Positive
62,183611,rachel mcadams,13-05-2018 20:51,Neutral,Neutral
62,184471,adventure,03-06-2018 11:21,Neutral,Neutral
62,184471,alicia vikander,03-06-2018 11:21,Neutral,Neutral
62,184471,video game adaptation,03-06-2018 11:21,Negative,Neutral
62,187593,josh brolin,25-05-2018 18:48,Neutral,Neutral
62,187593,ryan reynolds,25-05-2018 18:48,Neutral,Neutral
62,187593,sarcasm,25-05-2018 18:48,Neutral,Neutral
62,187595,emilia clarke,14-06-2018 00:02,Neutral,Neutral
62,187595,star wars,14-06-2018 00:02,Neutral,Neutral
62,96861,liam neeson,21-06-2018 20:00,Neutral,Neutral
62,2,fantasy,12-06-2018 22:52,Neutral,Neutral
62,2,magic board game,12-06-2018 22:52,Positive,Positive
62,2,robin williams,12-06-2018 22:51,Neutral,Neutral
62,110,beautiful scenery,04-06-2018 22:49,Positive,Positive
62,110,epic,04-06-2018 22:48,Positive,Positive
62,110,historical,04-06-2018 22:48,Neutral,Neutral
62,110,inspirational,04-06-2018 22:48,Positive,Positive
62,110,medieval,04-06-2018 22:48,Neutral,Neutral
62,110,mel gibson,04-06-2018 22:48,Neutral,Neutral
62,110,oscar (best cinematography),04-06-2018 22:48,Positive,Positive
62,110,revenge,04-06-2018 22:48,Neutral,Neutral
62,110,sword fight,04-06-2018 22:48,Neutral,Neutral
62,410,black comedy,06-05-2018 19:56,Negative,Negative
62,410,christina ricci,06-05-2018 19:58,Neutral,Neutral
62,410,christopher lloyd,06-05-2018 19:57,Neutral,Neutral
62,410,dark comedy,06-05-2018 19:56,Negative,Negative
62,410,family,06-05-2018 19:58,Neutral,Neutral
62,410,gothic,06-05-2018 19:56,Neutral,Neutral
62,2023,al pacino,06-05-2018 19:58,Neutral,Neutral
62,2023,andy garcia,06-05-2018 19:59,Neutral,Neutral
62,2023,classic,06-05-2018 19:59,Positive,Positive
62,2023,francis ford coppola,06-05-2018 19:59,Neutral,Neutral
62,2023,mafia,06-05-2018 19:58,Neutral,Neutral
62,2124,black comedy,06-05-2018 20:00,Negative,Negative
62,2124,christina ricci,06-05-2018 20:01,Neutral,Neutral
62,2124,christopher lloyd,06-05-2018 20:00,Neutral,Neutral
62,2124,family,06-05-2018 20:00,Neutral,Neutral
62,2124,gothic,06-05-2018 20:00,Neutral,Neutral
62,2124,quirky,06-05-2018 20:00,Neutral,Neutral
62,2953,family,06-05-2018 20:01,Neutral,Neutral
62,2953,funny,06-05-2018 20:01,Positive,Positive
62,2953,macaulay culkin,06-05-2018 20:01,Neutral,Neutral
63,260,space action,25-09-2015 16:48,Positive,Positive
63,260,classic,25-09-2015 16:48,Positive,Positive
76,260,action,10-08-2015 00:13,Positive,Positive
76,260,sci-fi,10-08-2015 00:13,Neutral,Neutral
103,296,great soundtrack,18-05-2015 13:09,Positive,Positive
103,296,non-linear,18-05-2015 13:09,Neutral,Neutral
103,260,epic,18-05-2015 13:05,Positive,Positive
103,260,great soundtrack,18-05-2015 13:05,Positive,Positive
103,296,good dialogue,18-05-2015 13:09,Positive,Positive
106,106489,adventure,03-07-2016 17:29,Neutral,Neutral
106,4896,everything you want is here,03-07-2016 17:29,Neutral,Neutral
112,260,epic,18-09-2015 00:21,Positive,Positive
112,260,engrossing adventure,18-09-2015 00:21,Positive,Neutral
112,260,classic sci-fi,18-09-2015 00:21,Positive,Positive
119,115149,killer,24-07-2015 18:39,Neutral,Neutral
119,115149,widows/widowers,24-07-2015 18:39,Neutral,Neutral
119,115617,animation,03-07-2015 17:34,Neutral,Neutral
119,115617,kids,03-07-2015 17:34,Neutral,Neutral
119,115617,robots,03-07-2015 17:34,Neutral,Neutral
119,120635,action,01-08-2015 14:28,Positive,Positive
119,120635,murder,01-08-2015 14:28,Neutral,Neutral
119,120635,police,01-08-2015 14:28,Neutral,Neutral
119,260,classic,03-07-2015 16:55,Positive,Positive
119,260,nerd,03-07-2015 16:55,Neutral,Neutral
119,101142,animation,10-07-2015 21:17,Neutral,Neutral
119,101142,funny,10-07-2015 21:17,Positive,Positive
119,101142,stone age,10-07-2015 21:17,Neutral,Neutral
119,115149,action,24-07-2015 18:39,Positive,Positive
125,8957,surprise ending,20-09-2016 14:32,Neutral,Neutral
125,8957,suspense,20-09-2016 14:33,Neutral,Neutral
125,9010,cruel characters,20-09-2016 14:25,Negative,Neutral
125,42632,brutality,20-09-2016 14:24,Neutral,Neutral
125,58301,dark humor,20-09-2016 14:26,Negative,Negative
125,60950,threesome,23-09-2016 00:50,Neutral,Neutral
125,62434,seth rogen,23-09-2016 01:01,Neutral,Neutral
125,62434,sexual humor,23-09-2016 01:01,Positive,Neutral
125,67695,seth rogen,20-09-2016 14:35,Neutral,Neutral
125,100083,embarassing scenes,20-09-2016 13:11,Neutral,Neutral
125,100083,offensive,20-09-2016 13:11,Neutral,Neutral
125,100083,r language,20-09-2016 13:10,Neutral,Neutral
125,100083,sarcasm,20-09-2016 13:10,Neutral,Neutral
125,100083,satire,20-09-2016 14:31,Neutral,Neutral
125,156371,80's,21-09-2016 14:55,Neutral,Neutral
125,158872,crude humor,20-09-2016 14:33,Negative,Negative
125,158872,mindfuck,20-09-2016 14:34,Neutral,Neutral
125,158872,sarcasm,20-09-2016 14:34,Neutral,Neutral
125,158872,satire,20-09-2016 14:34,Neutral,Neutral
125,158872,vulgar,20-09-2016 14:35,Negative,Neutral
125,7022,violence,20-09-2016 14:29,Neutral,Neutral
125,1726,kevin costner,21-09-2016 18:41,Neutral,Neutral
125,1726,post apocalyptic,21-09-2016 18:42,Neutral,Neutral
125,2387,dark comedy,20-09-2016 14:37,Negative,Negative
125,2387,dark humor,20-09-2016 14:37,Negative,Negative
125,3052,irreverent,23-09-2016 00:54,Neutral,Neutral
